StockCode|Vendor|PartNo|RRP|ETA|GCode|Block1_Price|Block2_Price|Block3_Price|ProductGroup|Stock|Description
WAR-TP(5WS0A23078)|Lenovo|5WS0A23078|477.25||65408|350.21|350.21|350.21|Warranty/Support|B|LENOVO THINKPAD UPGRADE TO 5 YEAR ONSITE FROM BASE WARRANTY: 3 YEAR DEPOT
WAR-TP(5WS0A23136)|Lenovo|5WS0A23136|201.25||65410|147.68|147.68|147.68|Warranty/Support|B|LENOVO THINKPAD UPGRADE TO 4 YEAR ONSITE FROM BASE WARRANTY: 3 YEAR ONSITE
WAR-TP(5WS0A23259)|Lenovo|5WS0A23259|189.75||65404|139.24|139.24|139.24|Warranty/Support|B|LENOVO THINKPAD UPGRADE TO 4 YEAR DEPOT FROM BASE WARRANTY: 3 YEAR DEPOT
WAR-TP(5WS0A23681)|Lenovo|5WS0A23681|366.85||62671|269.48|269.48|269.48|Warranty/Support|B|LENOVO THINKPAD EDGE WARRANTY (5WS0A23681) UPGRADE FROM BASE WARRANTY: 1Y RTD TO 3 YEAR ONSITE FOR THINKPAD EDGE
WAR-TP(5WS0A23813)|Lenovo|5WS0A23813|210.52||62637|206.75|206.75|206.75|Warranty/Support|B|LENOVO THINKPAD EDGE WARRANTY (5WS0A23813) UPGRADE FROM BASE WARRANTY: 1YRTDTO 3YRTD FOR THINKPAD EDGE E431 AND THINKPAD EDGE E531
WAR-TP11E(5WS0E84841)|Lenovo|5WS0E84841|355.35||65419|260.76|260.76|260.76|Warranty/Support|B|LENOVO THINKPAD X131E UPGRADE TO 4 YEAR DEPOT FROM BASE WARRANTY: 1 YEAR DEPOT
WAR-TP11E(5WS0E84849)|Lenovo|5WS0E84849|281.75||65417|206.75|206.75|206.75|Warranty/Support|B|LENOVO THINKPAD X131E UPGRADE TO 3 YEAR DEPOT FROM BASE WARRANTY: 1 YEAR DEPOT
WAR-TP11E(5WS0E84907)|Lenovo|5WS0E84907|366.85||65418|269.20|269.20|269.20|Warranty/Support|B|LENOVO THINKPAD X131E UPGRADE TO 3 YEAR ONSITE FROM BASE WARRANTY: 1 YEAR DEPOT
WAR-TP11E(5WS0E84910)|Lenovo|5WS0E84910|177.10||65416|129.96|129.96|129.96|Warranty/Support|B|LENOVO THINKPAD X131E UPGRADE TO 2 YEAR ONSITE FROM BASE WARRANTY: 1 YEAR DEPOT
WAR-TP11E(5WS0E84931)|Lenovo|5WS0E84931|136.85||65415|100.42|100.42|100.42|Warranty/Support|B|LENOVO THINKPAD X131E UPGRADE TO 2 YEAR DEPOT FROM BASE WARRANTY: 1 YEAR DEPOT
WAR-TP11E(5WS0G09648)|Lenovo|5WS0G09648|227.70||65429|167.09|167.09|167.09|Warranty/Support|B|LENOVO THINKPAD YOGA 11E WINDOWS 2 YR ONSITE + SEALED BATTERY + KEEP YOUR DRIVE FROM BASE WARRANTY: 1 YEAR DEPOT
WAR-TP11E(5WS0G09652)|Lenovo|5WS0G09652|205.85||65425|151.05|151.05|151.05|Warranty/Support|B|LENOVO THINKPAD YOGA 11E 2 YR DEPOT + SEALED BATTERY FROM BASE WARRANTY: 1 YEAR DEPOT
WAR-TP11E(5WS0G09662)|Lenovo|5WS0G09662|246.10||65427|180.59|180.59|180.59|Warranty/Support|B|LENOVO THINKPAD YOGA 11E WINDOWS 2 YR ONSITE + SEALED BATTERY FROM BASE WARRANTY: 1 YEAR DEPOT
WAR-TP-11EC(5WS0H01548)|Lenovo|5WS0H01548|361.10||67445|264.98|264.98|264.98|Warranty/Support|B|LENOVO TP 11E UPGRADE TO 3 YR DEPOT + SEALED BATTERY (11E CHROMEBOOK) FROM 1YR DEPOT
WAR-TP-B(5WS0J30288)|Lenovo|5WS0J30288|228.85||66995|71.73|71.73|71.73|Warranty/Support|B|LENOVO LENOVO WARRANTY - UPGRADE TO 3 YEAR DEPOT FOR B SERIES
WAR-TP-HALO(5WS0E97328)|Lenovo|5WS0E97328|281.75||67463|206.75|206.75|206.75|Warranty/Support|B|LENOVO THINKPAD WARRANTY UPGRADE TO 3 YEAR DEPOT FROM 1YR DEPOT - HALO PRODUCTS
WAR-TP-HALO(5WS0E97384)|Lenovo|5WS0E97384|366.85||67462|269.20|269.20|269.20|Warranty/Support|B|LENOVO THINKPAD WARRANTY UPGRADE TO 3 YEAR ONSITE FROM 1YR DEPOT - HALO PRODUCTS
WAR-TPHALO33(5WS0E97271)|Lenovo|5WS0E97271|90.85||70626|66.67|66.67|66.67|Warranty/Support|B|LENOVO THINKPAD WARRANTY UPGRADE TO 3 YEAR ONSITE FROM 3YR DEPOT
WAR-TPS(5PS0A22936)|Lenovo|5PS0A22936|134.55||65438|98.73|98.73|98.73|Warranty/Support|B|LENOVO TP SEALED BATTERY ADD 3 YEAR SEALED BATTERY + 3 YEAR KYD FROM BASE WARRANTY: 3 YEAR ONSITE
WAR-TPS(5PS0E97115)|Lenovo|5PS0E97115|501.40||65433|367.93|367.93|367.93|Warranty/Support|B|LENOVO TP SEALED BATTERY UPGRADE TO 3 YEAR ONSITE + 3 YEAR SEALED BATTERY + 3 YEAR KYD FROM BASE WARRANTY: 1 YEAR DEPOT
WAR-TPS(5PS0E97261)|Lenovo|5PS0E97261|225.40||65436|165.40|165.40|165.40|Warranty/Support|B|LENOVO TP SEALED BATTERY UPGRADE TO 3 YEAR ONSITE + 3 YEAR SEALED BATTERY + 3 YEAR KYD FROM BASE WARRANTY: 3 YEAR DEPOT
WAR-TPS(5PS0E97283)|Lenovo|5PS0E97283|134.55||65435|98.73|98.73|98.73|Warranty/Support|B|LENOVO TP SEALED BATTERY UPGRADE TO 3 YEAR SEALED BATTERY + 3 YEAR KYD FROM BASE WARRANTY: 3 YEAR DEPOT
WAR-TPS(5WS0A23013)|Lenovo|5WS0A23013|79.35||65437|58.23|58.23|58.23|Warranty/Support|B|LENOVO TP SEALED BATTERY ADD 3 YEAR SEALED BATTERY FROM BASE WARRANTY: 3 YEAR ONSITE
WAR-TPS(5WS0E97122)|Lenovo|5WS0E97122|446.20||65432|327.43|327.43|327.43|Warranty/Support|B|LENOVO TP SEALED BATTERY UPGRADE TO 3 YEAR ONSITE + 3 YEAR SEALED BATTERY FROM BASE WARRANTY: 1 YEAR DEPOT
WAR-TPS(5WS0E97193)|Lenovo|5WS0E97193|79.35||65434|58.23|58.23|58.23|Warranty/Support|B|LENOVO TP SEALED BATTERY UPGRADE TO 3 YEAR SEALED BATTERY FROM BASE WARRANTY: 3 YEAR DEPOT
WAR-TPS(5WS0E97266)|Lenovo|5WS0E97266|106.57||65283|124.89|124.89|124.89|Warranty/Support|B|LENOVO UPGRADE TO 3 YEARS ONSITE (NBD) WITH SEALED BATTERY
WAR-TPS(5WS0E97401)|Lenovo|5WS0E97401|361.10||65431|264.98|264.98|264.98|Warranty/Support|B|LENOVO TP SEALED BATTERY UPGRADE TO 3 YEAR DEPOT + 3 YEAR SEALED BATTERY FROM BASE WARRANTY: 1 YEAR DEPOT
WAR-TS(5PS0E54564)|Lenovo|5PS0E54564|292.10||65473|214.35|214.35|214.35|Warranty/Support|B|LENOVO TS UPGRADE TO 3 YEAR ONSITE + KEEP YOUR DRIVE + TECH INSTALL CRU FROM BASE WARRANTY: 1 YEAR ONSITE
WAR-TS(5PS0E54573)|Lenovo|5PS0E54573|55.20||65476|40.51|40.51|40.51|Warranty/Support|B|LENOVO TS UPGRADE TO 3 YEAR ONSITE + 3 YEAR KYD FROM BASE WARRANTY: 3 YEAR ONSITE
WAR-TS(5PS0E54583)|Lenovo|5PS0E54583|502.55||65478|368.78|368.78|368.78|Warranty/Support|B|LENOVO TS UPGRADE TO 4 YEAR ONSITE + 4 YEAR KYD FROM BASE WARRANTY: 3 YEAR ONSITE
WAR-TS(5PS0E54589)|Lenovo|5PS0E54589|449.65||65475|329.96|329.96|329.96|Warranty/Support|B|LENOVO TS UPGRADE TO 4 YEAR ONSITE + KEEP YOUR DRIVE + TECH INSTALL CRU FROM BASE WARRANTY: 1 YEAR ONSITE
WAR-TS(5PS0E54595)|Lenovo|5PS0E54595|681.95||65480|500.42|500.42|500.42|Warranty/Support|B|LENOVO TS UPGRADE TO 5 YEAR ONSITE + 5 YEAR KYD FROM BASE WARRANTY: 3 YEAR ONSITE
WAR-TS(5WS0E54552)|Lenovo|5WS0E54552|584.20||65479|428.69|428.69|428.69|Warranty/Support|B|LENOVO TS UPGRADE TO 5 YEAR ONSITE FROM BASE WARRANTY: 3 YEAR ONSITE
WAR-TS(5WS0E54590)|Lenovo|5WS0E54590|202.40||65472|148.52|148.52|148.52|Warranty/Support|B|LENOVO TS UPGRADE TO 3 YEAR ONSITE FROM BASE WARRANTY: 1 YEAR ONSITE
WAR-TS(5WS0E54593)|Lenovo|5WS0E54593|433.55||65477|318.14|318.14|318.14|Warranty/Support|B|LENOVO TS UPGRADE TO 4 YEAR ONSITE FROM BASE WARRANTY: 3 YEAR ONSITE
WAR-TS(5WS0E54601)|Lenovo|5WS0E54601|328.90||65474|241.35|241.35|241.35|Warranty/Support|B|LENOVO TS UPGRADE TO 4 YEAR ONSITE FROM BASE WARRANTY: 1 YEAR ONSITE
WAR-TT(04W8445)|Lenovo|04W8445|244.91||58996|151.05|151.05|151.05|Warranty/Support|B|LENOVO THINKTABLET WARRANTY (04W8445) UPGRADE FROM BASE WARRANTY: 1YRTDTO 3 YEAR ONSITE
WAR-TT(5WS0F31455)|Lenovo|5WS0F31455|182.85||65482|134.18|134.18|134.18|Warranty/Support|B|LENOVO TT UPGRADE TO 3 YEAR DEPOT FROM BASE WARRANTY: 1 YEAR DEPOT
WAR-TV(46D4638)|Lenovo|46D4638|113.85||58561|83.54|83.54|83.54|Warranty/Support|B|LENOVO THINKVISION POST WARRANTY (46D4638) UPGRADE FROM BASE WARRANTY: 3 YEAR ADVANCE EXCHANGE TO 1 YEAR POST WARRANTY ADVANCED EXCHANGE
WAR-TV(46D4640)|Lenovo|46D4640|213.90||58562|156.96|156.96|156.96|Warranty/Support|B|LENOVO THINKVISION POST WARRANTY (46D4640) UPGRADE FROM BASE WARRANTY: 3 YEAR ADVANCE EXCHANGE TO 2 YEAR POST WARRANTY ADVANCED EXCHANGE
WAR-TV(46D4754)|Lenovo|46D4754|55.20||58559|40.51|40.51|40.51|Warranty/Support|B|LENOVO THINKVISION WARRANTY (46D4754) UPGRADE FROM BASE WARRANTY: 3 YEAR ADVANCE EXCHANGE TO 4 YEAR ADVANCED EXCHANGE
WAR-TV(46D4755)|Lenovo|46D4755|156.40||58560|114.77|114.77|114.77|Warranty/Support|B|LENOVO THINKVISION WARRANTY (46D4755) UPGRADE FROM BASE WARRANTY: 3 YEAR ADVANCE EXCHANGE TO 5 YEAR ADVANCED EXCHANGE
WAR-TV(49EWY09)|Lenovo|49EWY09|67.85||67039|49.79|49.79|49.79|Warranty/Support|B|"LENOVO TV: 21-24"" EXT 4YR ADVANCED EXCHANGE"
WC10APL-10000S|Netgear|WC10APL-10000S|1249.00||65116|742.94|742.94|742.94|Warranty/Support|B|NETGEAR WC10APL 10-AP LICENSE UPGRADE FOR WC76XX/WC75XX/WC95XX
WC7510L-10000S|Netgear|WC7510L-10000S|1249.00||57549|742.94|742.94|742.94|Warranty/Support|B|NETGEAR 10-AP UPGRADE LICENSE FOR WC7520
WC7520-100AUS|Netgear|WC7520-100AUS|2459.00||56787|1461.70|1461.70|1461.70|Networking - Access Point|B|NETGEAR WC7520 PROSAFE 20-AP WIRELESS CONTROLLER
WC7600-10000S|Netgear|WC7600-10000S|5049.00||65056|3004.27|3004.27|3004.27|Networking - Access Point|B|NETGEAR WC7600 PROSAFE 50-AP WIRELESS CONTROLLER
WD1002F9YZ|Western Digital|WD1002F9YZ|180.00||64302|124.00|124.00|124.00|Hard Drive - Internal|17|WD SE 1000GB (1TB) DATACENTER CAPACITY HARD DRIVES
WD1003FZEX|Western Digital|WD1003FZEX|169.00||63480|109.00|109.00|109.00|Hard Drive - Internal|30|WD BLACK 1000GB (1TB) SATA3 7200RPM 64MB CACHE
WD10EFRX|Western Digital|WD10EFRX|169.00||60566|93.50|93.50|93.50|Hard Drive - Internal|30|WD RED 1000GB (1TB) SATA3 64MB CACHE FOR NAS
WD10EZEX|Western Digital|WD10EZEX|122.00||60503|71.50|71.50|71.50|Hard Drive - Internal|30|WD BLUE1000GB (1TB) SATA3 7200RPM 64MB CACHE
WD10EZRZ|Western Digital|WD10EZRZ|132.00||70060|70.00|70.00|70.00|Hard Drive - Internal|30|WD BLUE 1TB SATA3 5400 RPM 64MB CACHE
WD10JPVX|Western Digital|WD10JPVX|142.00||62636|87.50|87.50|87.50|Hard Drive - Internal|30|WD BLUE 2.5 INCH 1000GB (1TB) SATA3 5400RPM 8MB CACHE
WD10PURX|Western Digital|WD10PURX|138.00||64102|86.50|86.50|86.50|Hard Drive - Internal|20|WD AV-GP 1000GB (1TB) SATA3 64MB CACHE (AV EDITION)
WD2000F9YZ|Western Digital|WD2000F9YZ|289.00||62634|199.80|199.80|199.80|Hard Drive - Internal (Enterprise)|20|WD SE 2000GB (2TB) DATACENTER CAPACITY HARD DRIVES
WD2000FYYZ|Western Digital|WD2000FYYZ|368.00||61032|243.00|243.00|243.00|Hard Drive - Internal (Enterprise)|14|WD RE 2000GB (2TB) 7200 RPM 64 MB CACHE
WD2003FZEX|Western Digital|WD2003FZEX|290.00||63479|184.60|184.60|184.60|Hard Drive - Internal|30|WD BLACK 2000GB (2TB) SATA3 7200RPM 64MB CACHE
WD20EFRX|Western Digital|WD20EFRX|212.00||60565|138.50|138.50|138.50|Hard Drive - Internal|29|WD RED 2000GB (2TB) SATA3 64MB CACHE FOR NAS
WD20EZRZ|Western Digital|WD20EZRZ|194.00||70059|106.00|106.00|106.00|Hard Drive - Internal|30|WD BLUE 2TB SATA3 5400 RPM 64MB CACHE
WD20PURX|Western Digital|WD20PURX|196.00||64103|131.50|131.50|131.50|Hard Drive - Internal|30|WD AV-GP 2000GB (2TB) SATA3 64MB CACHE (AV EDITION)
WD3000FYYZ|Western Digital|WD3000FYYZ|639.00||61030|335.00|335.00|335.00|Hard Drive - Internal (Enterprise)|11|WD RE 3000GB (3TB) 7200 RPM 64MB CACHE
WD3003FZEX|Western Digital|WD3003FZEX|380.00||63478|246.50|246.50|246.50|Hard Drive - Internal|30|WD BLACK 3000GB (3TB) SATA3 7200RPM 64MB CACHE
WD30EFRX|Western Digital|WD30EFRX|239.00||60564|168.00|168.00|168.00|Hard Drive - Internal|30|WD RED 3000GB (3TB) SATA3 64MB CACHE FOR NAS
WD30EZRZ|Western Digital|WD30EZRZ|248.00||70061|139.20|139.20|139.20|Hard Drive - Internal|30|WD BLUE 3TB SATA3 5400 RPM 64MB CACHE
WD30PURX|Western Digital|WD30PURX|252.00||64104|167.00|167.00|167.00|Hard Drive - Internal|21|WD AV-GP 3000GB (3TB) SATA3 64MB CACHE ( AV EDITION)
WD4000F9YZ|Western Digital|WD4000F9YZ|516.00||62632|348.50|348.50|348.50|Hard Drive - Internal (Enterprise)|3|WD SE 4000GB (4TB) DATACENTER CAPACITY HARD DRIVES
WD4001FFSX|Western Digital|WD4001FFSX|513.00||64975|329.00|329.00|329.00|Hard Drive - Internal|0|WD RED PRO 4TB SATA3 64MB CACHE FOR NAS
WD4002FYYZ|Western Digital|WD4002FYYZ|715.00||71163|435.00|435.00|435.00|Hard Drive - Internal (Enterprise)|0|WD RE 4000GB (4TB) 7200 RPM 128MB CACHE
WD4003FZEX|Western Digital|WD4003FZEX|499.00||63477|321.00|321.00|321.00|Hard Drive - Internal|14|WD BLACK 4000GB (4TB) SATA3 7200RPM 64MB CACHE
WD40EFRX|Western Digital|WD40EFRX|389.00||63215|242.00|242.00|242.00|Hard Drive - Internal|30|WD RED 4000GB (4TB) SATA3 64MB CACHE FOR NAS
WD40EZRZ|Western Digital|WD40EZRZ|362.00||70062|210.00|210.00|210.00|Hard Drive - Internal|3|WD BLUE 4TB SATA3 5400 RPM 64MB CACHE
WD40PURX|Western Digital|WD40PURX|368.00||64105|243.00|243.00|243.00|Hard Drive - Internal|11|WD AV-GP 4000GB (4TB) SATA3 64MB CACHE ( AV EDITION)
WD5000AZLX|Western Digital|WD5000AZLX|112.00||70399|69.50|69.50|69.50|Hard Drive - Internal|30|WD BLUE 500GB SATA3 7200RPM 32MB CACHE
WD5000LPCX|Western Digital|WD5000LPCX|110.00||70095|65.00|65.00|65.00|Hard Drive - Internal|30|WD BLUE 2.5 INCH 500GB SATA3 5400RPM 16MB CACHE
WD5000LPLX|Western Digital|WD5000LPLX|125.00||66238|75.00|75.00|75.00|Hard Drive - Internal|29|WD BLACK 2.5 INCH 500GB SATA 7200RPM 16MB CACHE
WD5001FFWX|Western Digital|WD5001FFWX|631.87||70101|384.61|384.61|384.61|Hard Drive - Internal|0|WD RED PRO 5TB SATA3 128MB CACHE FOR NAS
WD5001FZWX|Western Digital|WD5001FZWX|620.88||70099|377.00|377.00|377.00|Hard Drive - Internal|10|WD BLACK 5000GB (5TB) SATA3 7200RPM 128MB CACHE
WD5003AZEX|Western Digital|WD5003AZEX|145.00||60504|94.80|94.80|94.80|Hard Drive - Internal|30|WD BLACK 500GB SATA3 7200RPM 64MB CACHE
WD50EFRX|Western Digital|WD50EFRX|500.00||65227|318.00|318.00|318.00|Hard Drive - Internal|1|WD RED 5TB SATA3 64MB CACHE FOR NAS
WD6001F9YZ|Western Digital|WD6001F9YZ|869.00||66909|549.00|549.00|549.00|Hard Drive - Internal (Enterprise)|B|WD SE 6TB DATACENTER CAPACITY HARD DRIVES
WD6001FFWX|Western Digital|WD6001FFWX|700.55||70102|434.00|434.00|434.00|Hard Drive - Internal|0|WD RED PRO 6TB SATA3 128MB CACHE FOR NAS
WD6001FSYZ|Western Digital|WD6001FSYZ|1078.00||66908|695.00|695.00|695.00|Hard Drive - Internal (Enterprise)|16|WD RE 6TB 7200 RPM 128MB CACHE
WD6001FZWX|Western Digital|WD6001FZWX|714.29||70100|429.00|429.00|429.00|Hard Drive - Internal|10|WD BLACK 6000GB (6TB) SATA3 7200RPM 128MB CACHE
WD6002FRYZ|Western Digital|WD6002FRYZ|1141.00||71123|695.00|695.00|695.00|Hard Drive - Internal (Enterprise)|0|WD RE 6TB 7200 RPM 128MB CACHE
WD60EFRX|Western Digital|WD60EFRX|600.00||64974|378.00|378.00|378.00|Hard Drive - Internal|15|WD RED 6TB SATA3 64MB CACHE FOR NAS
WD60EZRX|Western Digital|WD60EZRX|545.00||65229|329.00|329.00|329.00|Hard Drive - Internal|7|WD GREEN 6TB SATA3 64MB CACHE
WD60EZRZ|Western Digital|WD60EZRZ|580.00||70064|339.00|339.00|339.00|Hard Drive - Internal|10|WD BLUE 6TB SATA3 5400 RPM 64MB CACHE
WD60PURX|Western Digital|WD60PURX|606.00||66003|397.00|397.00|397.00|Hard Drive - Internal|20|WD PURPLE 6TB SATA3 64MB CACHE SURVEILLANCE HARD DRIVE
WD6NPURX|Western Digital|WD6NPURX|625.00||67131|425.00|425.00|425.00|Hard Drive - Internal|B|WD PURPLE NV 6TB SATA3 64MB CACHE SURVEILLANCE HARD DRIVE
WD7500BPKX|Western Digital|WD7500BPKX|139.00||70303|86.00|86.00|86.00|Hard Drive - Internal|30|WD BLACK 2.5 INCH 750GB SATA3 7200RPM 16MB CACHE
WD7500BPVX|Western Digital|WD7500BPVX|112.00||62970|72.00|72.00|72.00|Hard Drive - Internal|23|WD BLUE 2.5 INCH 750GB SATA3 5400RPM 8MB CACHE
WDBBAZ0000NBK-SESN|Western Digital|WDBBAZ0000NBK-SESN|769.00||66612|601.82|601.82|601.82|NAS|1|WD MY CLOUD BUSINESS SERIES DL2100 DISKLESS 2-BAY GIGABIT ETHERNET EXTERNAL NAS BUSINESS CLOUD STORAGE
WDBBAZ0040JBK-SESN|Western Digital|WDBBAZ0040JBK-SESN|1179.00||66613|922.69|922.69|922.69|NAS|2|WD MY CLOUD BUSINESS SERIES DL2100 4TB (2X 2TB WD RED HDD) 2-BAY GIGABIT ETHERNET EXTERNAL NAS BUSINESS CLOUD STORAGE
WDBBAZ0080JBK-SESN|Western Digital|WDBBAZ0080JBK-SESN|1429.00||66614|1118.34|1118.34|1118.34|NAS|2|WD MY CLOUD BUSINESS SERIES DL2100 8TB (2X 4TB WD RED HDD) 2-BAY GIGABIT ETHERNET EXTERNAL NAS BUSINESS CLOUD STORAGE
WDBBAZ0120JBK-SESN|Western Digital|WDBBAZ0120JBK-SESN|1919.00||66615|1501.82|1501.82|1501.82|NAS|1|WD MY CLOUD BUSINESS SERIES DL2100 12TB (2X 6TB WD RED HDD) 2-BAY GIGABIT ETHERNET EXTERNAL NAS BUSINESS CLOUD STORAGE
WDBBBT0000NNC-AASN|Western Digital|WDBBBT0000NNC-AASN|149.99||60016|79.95|79.95|79.95|NAS|6|WD SENTINEL DX4000 GUARDIAN EXPRESS SUPPORT - 1 YEAR
WDBBKD0020BBK-PESN|Western Digital|WDBBKD0020BBK-PESN|209.99||67202|173.47|173.47|173.47|Hard Drive - External|23|WD MY PASSPORT ULTRA 2TB USB 3.0 EXTERNAL HDD BLACK
WDBBKD0020BBL-PESN|Western Digital|WDBBKD0020BBL-PESN|209.99||67203|173.47|173.47|173.47|Hard Drive - External|30|WD MY PASSPORT ULTRA 2TB USB 3.0 EXTERNAL HDD BLUE
WDBBKD0020BBY-PESN|Western Digital|WDBBKD0020BBY-PESN|209.99||67204|173.47|173.47|173.47|Hard Drive - External|30|WD MY PASSPORT ULTRA 2TB USB 3.0 EXTERNAL HDD RED
WDBBKD0020BWT-PESN|Western Digital|WDBBKD0020BWT-PESN|209.99||67205|173.47|173.47|173.47|Hard Drive - External|30|WD MY PASSPORT ULTRA 2TB USB 3.0 EXTERNAL HDD WHITE
WDBBKD0030BBK-PESN|Western Digital|WDBBKD0030BBK-PESN|389.99||67206|322.16|322.16|322.16|Hard Drive - External|30|WD MY PASSPORT ULTRA 3TB USB 3.0 EXTERNAL HDD BLACK
WDBBKD0030BBL-PESN|Western Digital|WDBBKD0030BBL-PESN|389.99||67207|322.16|322.16|322.16|Hard Drive - External|30|WD MY PASSPORT ULTRA 3TB USB 3.0 EXTERNAL HDD BLUE
WDBBKD0030BBY-PESN|Western Digital|WDBBKD0030BBY-PESN|389.99||67208|322.16|322.16|322.16|Hard Drive - External|30|WD MY PASSPORT ULTRA 3TB USB 3.0 EXTERNAL HDD RED
WDBBKD0030BWT-PESN|Western Digital|WDBBKD0030BWT-PESN|389.99||67209|322.16|322.16|322.16|Hard Drive - External|29|WD MY PASSPORT ULTRA 3TB USB 3.0 EXTERNAL HDD WHITE
WDBCGL0020BSL-PESN|Western Digital|WDBCGL0020BSL-PESN|219.99||67215|181.73|181.73|181.73|Hard Drive - External|30|WD MY PASSPORT FOR MAC 2TB USB 3.0 EXTERNAL HDD
WDBCGL0030BSL-PESN|Western Digital|WDBCGL0030BSL-PESN|399.99||67314|330.42|330.42|330.42|Hard Drive - External|30|WD MY PASSPORT FOR MAC 3TB USB 3.0 EXTERNAL HDD
WDBCRM0020BBK-NESN|Western Digital|WDBCRM0020BBK-NESN|239.99||67216|198.25|198.25|198.25|Hard Drive - External|30|WD MY PASSPORT X 2TB USB 3.0 EXTERNAL HDD FOR XBOX ONE
WDBCTL0020HWT-AESN|Western Digital|WDBCTL0020HWT-AESN|289.99||63220|239.55|239.55|239.55|NAS|30|WD MY CLOUD 2TB GIGABIT ETHERNET EXTERNAL NAS PERSONAL CLOUD STORAGE
WDBCTL0030HWT-AESN|Western Digital|WDBCTL0030HWT-AESN|349.99||63221|289.12|289.12|289.12|NAS|30|WD MY CLOUD 3TB GIGABIT ETHERNET EXTERNAL NAS PERSONAL CLOUD STORAGE
WDBCTL0040HWT-AESN|Western Digital|WDBCTL0040HWT-AESN|449.99||63222|371.73|371.73|371.73|NAS|30|WD MY CLOUD 4TB GIGABIT ETHERNET EXTERNAL NAS PERSONAL CLOUD STORAGE
WDBCTL0060HWT-AESN|Western Digital|WDBCTL0060HWT-AESN|699.99||64866|578.25|578.25|578.25|NAS|0|WD MY CLOUD 6TB GIGABIT ETHERNET EXTERNAL NAS PERSONAL CLOUD STORAGE
WDBCYW0000NNC-AASN|Western Digital|WDBCYW0000NNC-AASN|699.99||60015|460.71|460.71|460.71|NAS|B|WD SENTINEL DX4000 GUARDIAN PRO SUPPORT - 3 YEARS
WDBDAF0020BBK-PESN|Western Digital|WDBDAF0020BBK-PESN|459.99||65148|379.99|379.99|379.99|Hard Drive - External|28|WD MY PASSPORT WIRELESS 2TB USB 3.0 EXTERNAL HDD BLACK
WDBDTB0060JSL-SESN|Western Digital|WDBDTB0060JSL-SESN|1299.00||67210|986.92|986.92|986.92|Hard Drive - External|3|WD MY BOOK PRO 6TB (2X 3TB) USB 3.0 THUNDERBOLT 2 EXTERNAL HDD
WDBDTB0080JSL-SESN|Western Digital|WDBDTB0080JSL-SESN|1669.00||67211|1127.90|1127.90|1127.90|Hard Drive - External|4|WD MY BOOK PRO 8TB (2X 4TB) USB 3.0 THUNDERBOLT 2 EXTERNAL HDD
WDBDTB0100JSL-SESN|Western Digital|WDBDTB0100JSL-SESN|1979.00||67212|1315.89|1315.89|1315.89|Hard Drive - External|2|WD MY BOOK PRO 10TB (2X 5TB) USB 3.0 THUNDERBOLT 2 EXTERNAL HDD
WDBDTB0120JSL-SESN|Western Digital|WDBDTB0120JSL-SESN|2219.00||67213|1503.87|1503.87|1503.87|Hard Drive - External|1|WD MY BOOK PRO 12TB (2X 6TB) USB 3.0 THUNDERBOLT 2 EXTERNAL HDD
WDBFJK0020HBK-AESN|Western Digital|WDBFJK0020HBK-AESN|199.99||63537|165.20|165.20|165.20|Hard Drive - External|30|WD MY BOOK 2TB USB 3.0 EXTERNAL DESKTOP HDD
WDBFJK0030HBK-AESN|Western Digital|WDBFJK0030HBK-AESN|239.99||63538|198.25|198.25|198.25|Hard Drive - External|30|WD MY BOOK 3TB USB 3.0 EXTERNAL DESKTOP HDD
WDBFJK0040HBK-AESN|Western Digital|WDBFJK0040HBK-AESN|299.99||63539|247.81|247.81|247.81|Hard Drive - External|30|WD MY BOOK 4TB USB 3.0 EXTERNAL DESKTOP HDD
WDBFJK0060HBK-AESN|Western Digital|WDBFJK0060HBK-AESN|479.99||65607|404.86|404.86|404.86|Hard Drive - External|0|WD MY BOOK 6TB USB 3.0 EXTERNAL DESKTOP HDD
WDBGPU0010BBK-PESN|Western Digital|WDBGPU0010BBK-PESN|139.99||67198|115.64|115.64|115.64|Hard Drive - External|30|WD MY PASSPORT ULTRA 1TB USB 3.0 EXTERNAL HDD BLACK
WDBGPU0010BBL-PESN|Western Digital|WDBGPU0010BBL-PESN|139.99||67199|115.64|115.64|115.64|Hard Drive - External|30|WD MY PASSPORT ULTRA 1TB USB 3.0 EXTERNAL HDD BLUE
WDBGPU0010BBY-PESN|Western Digital|WDBGPU0010BBY-PESN|139.99||67200|115.64|115.64|115.64|Hard Drive - External|30|WD MY PASSPORT ULTRA 1TB USB 3.0 EXTERNAL HDD RED
WDBGPU0010BWT-PESN|Western Digital|WDBGPU0010BWT-PESN|139.99||67201|115.64|115.64|115.64|Hard Drive - External|30|WD MY PASSPORT ULTRA 1TB USB 3.0 EXTERNAL HDD WHITE
WDBHML0030HAL-AESN|Western Digital|WDBHML0030HAL-AESN|299.99||63541|247.82|247.82|247.82|Hard Drive - External|1|WD MY BOOK STUDIO EDITION 3TB USB 3.0 EXTERNAL DESKTOP HDD
WDBJBS0010BSL-PESN|Western Digital|WDBJBS0010BSL-PESN|149.99||67214|123.90|123.90|123.90|Hard Drive - External|30|WD MY PASSPORT FOR MAC 1TB USB 3.0 EXTERNAL HDD
